@timestamp,@message,@logStream,@log,@maxMemoryUsed,@duration
2025-05-14 05:01:31.730,"REPORT RequestId: 5efd84bd-b003-4980-b27d-69c72b40b9ea	Duration: 7701.35 ms	Billed Duration: 7702 ms	Memory Size: 1024 MB	Max Memory Used: 665 MB	
",2025/05/14/[$LATEST]95a6b7a57206475cb5bf30968e2179a8,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,665000000,7701.35
2025-05-14 05:01:25.642,"REPORT RequestId: 478f1b90-721f-45e8-b99f-41daddcf75ba	Duration: 8293.53 ms	Billed Duration: 8294 ms	Memory Size: 1024 MB	Max Memory Used: 660 MB	
",2025/05/14/[$LATEST]d226844866a04152b187190d0e2614de,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,660000000,8293.53
2025-05-14 05:01:25.086,"REPORT RequestId: ab13a153-5970-4722-bd2f-8c2f8194b1a9	Duration: 8162.75 ms	Billed Duration: 8163 ms	Memory Size: 1024 MB	Max Memory Used: 661 MB	
",2025/05/14/[$LATEST]a9fb07450ea54cc9b5b66221d078dfaa,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,661000000,8162.75
2025-05-14 05:01:25.040,"REPORT RequestId: 2930379f-44f6-4184-8e97-4bad19df6ac5	Duration: 8069.91 ms	Billed Duration: 8070 ms	Memory Size: 1024 MB	Max Memory Used: 661 MB	
",2025/05/14/[$LATEST]e829892218db44d0a619370416a05456,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,661000000,8069.91
2025-05-14 05:01:24.931,"REPORT RequestId: c1b1ceea-3b7d-4c1a-8a2a-81997a99bd39	Duration: 8007.41 ms	Billed Duration: 8008 ms	Memory Size: 1024 MB	Max Memory Used: 654 MB	
",2025/05/14/[$LATEST]273569a672d04abe9a1dc7f80a205d7b,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,654000000,8007.41
2025-05-14 05:01:23.909,"REPORT RequestId: a22a57d3-0bac-4fad-a543-67dc7e5f086b	Duration: 7706.94 ms	Billed Duration: 7707 ms	Memory Size: 1024 MB	Max Memory Used: 665 MB	
",2025/05/14/[$LATEST]95a6b7a57206475cb5bf30968e2179a8,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,665000000,7706.94
2025-05-14 05:01:17.243,"REPORT RequestId: 2b508fc3-ffc4-4b18-b2f0-e76e8e5d7d27	Duration: 8309.27 ms	Billed Duration: 8310 ms	Memory Size: 1024 MB	Max Memory Used: 660 MB	
",2025/05/14/[$LATEST]d226844866a04152b187190d0e2614de,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,660000000,8309.27
2025-05-14 05:01:16.867,"REPORT RequestId: 81c4abb9-2e31-412d-b2b5-df018243d215	Duration: 7840.99 ms	Billed Duration: 7841 ms	Memory Size: 1024 MB	Max Memory Used: 654 MB	
",2025/05/14/[$LATEST]273569a672d04abe9a1dc7f80a205d7b,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,654000000,7840.99
2025-05-14 05:01:16.803,"REPORT RequestId: b7641e61-5086-4bfe-a3b5-fdb263beb3b3	Duration: 7932.60 ms	Billed Duration: 7933 ms	Memory Size: 1024 MB	Max Memory Used: 661 MB	
",2025/05/14/[$LATEST]a9fb07450ea54cc9b5b66221d078dfaa,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,661000000,7932.6
2025-05-14 05:01:16.700,"REPORT RequestId: b80332c4-4c83-4e06-a97b-842e2c36bb43	Duration: 7913.28 ms	Billed Duration: 7914 ms	Memory Size: 1024 MB	Max Memory Used: 660 MB	
",2025/05/14/[$LATEST]e829892218db44d0a619370416a05456,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,660000000,7913.28
